GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95VV30S1,1564,122,53,69,1257,124,965,152,237,388,188,0,51,22,3,23,3,117,36,30,51,185,48,46,4,3,84
95VV30S2,1341,150,50,100,972,68,598,70,117,241,170,0,121,30,33,55,3,185,51,57,77,219,52,49,0,4,114
95WW01S1,1372,238,112,126,980,122,582,138,93,186,165,0,76,44,15,13,4,200,60,53,87,154,31,18,11,10,84
95WW01S2,1370,219,103,116,1056,68,609,124,132,249,104,2,111,48,34,26,3,266,92,116,58,95,25,19,2,6,43
95WW02S1,1737,234,125,109,1395,94,856,180,169,331,176,0,156,56,33,54,13,289,71,129,89,108,23,43,0,4,38
95WW02S2,2039,179,72,107,1769,126,1140,168,230,552,190,0,119,52,37,24,6,384,131,168,85,91,16,35,0,0,40
95WW03S1,1616,296,140,156,1160,108,652,132,101,208,211,2,130,70,36,21,3,268,98,78,92,160,58,34,0,8,60
95WW03S2,2011,217,72,145,1660,86,1114,186,257,493,178,4,176,74,54,37,11,280,105,128,47,134,31,39,0,0,64
95WW04S1,1611,112,38,74,1390,94,848,152,172,376,148,3,154,54,21,69,10,291,85,131,75,109,23,33,0,0,53
95WW04S2,1255,88,36,52,1118,92,806,184,170,291,161,0,96,26,37,30,3,124,30,51,43,49,12,11,0,0,26
95WW05S1,1517,128,34,94,1281,78,949,174,165,331,279,0,93,34,21,28,10,161,29,87,45,108,24,29,0,0,55
95WW05S2,1236,226,130,96,919,116,528,82,95,208,143,0,63,24,15,21,3,212,58,59,95,91,13,32,0,8,38
95WW06S1,1525,121,53,68,1258,86,988,194,217,337,240,0,63,24,28,8,3,121,19,37,65,146,36,58,0,6,46
95WW06S2,1601,123,49,74,1389,125,1066,218,176,501,171,0,74,28,13,29,4,124,31,37,56,89,31,17,0,3,38
95WW07S1,1809,139,80,59,1547,144,1168,194,205,511,258,0,82,32,9,29,12,153,31,43,79,123,15,45,0,4,59
95WW07S2,2378,198,78,120,2053,156,1511,290,332,631,258,0,99,38,34,24,3,287,84,123,80,127,28,25,0,7,67
95WW08S1,1219,79,35,44,1079,106,709,126,138,289,156,2,97,28,28,37,4,165,63,56,46,61,21,19,0,6,15
95WW08S2,1340,153,99,54,1131,150,732,170,137,259,166,0,81,22,12,43,4,168,40,52,76,56,13,4,0,7,32
95WW09S1,1276,215,109,106,997,116,471,106,70,167,128,0,96,30,18,38,10,314,96,138,80,64,13,26,0,5,20
95WW09S2,1258,98,67,31,1105,224,768,168,116,258,226,0,38,20,9,9,0,75,13,29,33,55,13,8,0,10,24
95WW10S1,1718,147,59,88,1478,60,1016,148,204,427,237,2,140,40,27,73,0,260,64,98,98,93,26,28,0,8,31
95WW10S2,1228,144,90,54,1020,118,569,114,112,219,124,0,82,32,9,29,12,251,69,117,65,64,25,0,0,9,30
95WW11S1,1697,87,35,52,1471,80,1064,128,189,490,257,0,91,28,28,29,6,236,60,101,75,139,49,52,0,4,34
95WW11S2,1381,116,56,60,1203,148,805,114,156,286,249,0,84,28,25,31,0,166,55,69,42,62,15,20,0,5,22
95WW12W1,2377,395,157,238,1759,160,719,146,151,237,185,0,184,74,51,45,14,696,197,270,229,223,42,73,0,8,100
95WW13S1,1840,177,75,102,1538,122,1128,232,270,433,193,0,115,66,28,17,4,173,65,45,63,125,13,48,0,2,62
95WW13S2,1830,141,58,83,1559,70,1218,202,230,577,209,2,109,34,48,27,0,160,41,64,55,130,20,26,0,10,74
95WW14W1,2229,400,177,223,1638,108,720,140,123,254,203,0,176,56,58,50,12,634,238,244,152,191,55,54,0,0,82
95WW15S1,1599,132,54,78,1368,92,843,92,177,408,166,0,118,50,21,36,11,315,76,147,92,99,35,24,0,0,40
95WW15S2,1655,121,52,69,1419,118,1026,184,219,320,303,0,63,24,15,21,3,212,54,91,67,115,18,47,0,2,48
95WW16S1,1636,132,68,64,1403,116,868,130,152,362,224,0,123,56,38,23,6,296,76,132,88,101,25,24,2,2,48
95WW16S2,1297,253,119,134,931,74,433,102,103,121,107,0,135,58,42,32,3,289,122,101,66,113,27,20,0,2,64
95WW17W1,2266,308,150,158,1797,206,1086,266,195,333,292,0,159,66,29,52,12,346,113,141,92,161,38,43,0,11,69
95WW18W1,2228,349,173,176,1724,248,1038,178,210,409,241,0,156,50,34,63,9,282,96,75,111,155,53,30,0,16,56
95WW19S1,1872,186,105,81,1558,200,1059,184,257,429,189,0,92,32,27,33,0,207,50,69,88,128,32,31,3,5,57
95WW19S2,2047,64,18,46,1909,74,1583,220,329,854,180,2,101,34,18,49,0,149,44,75,30,74,15,20,0,0,39
95WW19S3,2306,124,66,58,2068,128,1751,264,308,884,295,0,60,32,6,19,3,129,21,56,52,114,32,29,10,2,41
95WW20S1,1827,143,66,77,1536,106,1177,198,231,517,231,0,91,32,19,21,19,162,50,47,65,148,36,53,0,14,45
95WW20S2,4574,299,28,271,3909,82,2761,448,617,1427,269,2,466,240,106,110,10,598,194,310,94,366,66,138,0,6,156
95WW20S3,1937,71,22,49,1759,74,1440,216,306,598,320,0,62,22,22,12,6,183,50,76,57,107,34,31,0,9,33
95WW21S1,1481,281,98,183,1087,104,456,134,73,123,126,0,148,48,49,42,9,379,103,205,71,113,23,23,0,8,59
95WW21S2,2026,204,50,154,1649,36,1067,148,201,582,136,2,181,66,43,72,0,363,91,212,60,173,40,57,8,0,68
95WW22S1,1414,114,55,59,1200,74,849,144,203,303,199,4,80,40,6,25,9,193,64,72,57,100,20,34,0,7,39
95WW22S2,1571,216,81,135,1274,74,598,140,115,177,166,4,169,58,42,56,13,429,137,208,84,81,32,13,5,0,31
95WW23S1,2042,288,108,180,1561,132,973,214,173,418,168,0,165,76,47,42,0,291,105,111,75,193,29,21,36,4,103
95WW23S2,1398,151,83,68,1138,138,824,142,164,350,168,0,59,18,6,28,7,117,27,49,41,109,20,9,6,0,74
95WW24S1,1498,254,89,165,1102,112,486,98,83,172,133,2,128,68,26,34,0,374,109,174,91,142,24,25,2,6,85
95WW24S2,1926,330,112,218,1451,68,569,116,110,208,135,0,245,78,65,89,13,569,245,226,98,145,20,20,5,2,98
95WW25W1,2071,575,241,334,1349,172,639,172,157,191,119,2,138,72,26,28,12,398,156,124,118,147,28,34,2,10,73
95XX01S1,1730,95,38,57,1545,108,1243,270,233,454,286,0,105,34,22,36,13,89,23,27,39,90,34,19,0,3,34
95XX01S2,1930,68,18,50,1766,30,1450,142,325,759,224,0,104,38,20,46,0,182,54,83,45,96,31,36,0,2,27
95XX01S3,1599,108,33,75,1433,78,1010,178,234,399,199,2,129,54,33,31,11,214,63,86,65,58,20,12,0,2,24
95XX02W1,2573,303,177,126,2143,220,1570,320,269,722,259,4,133,64,23,36,10,216,41,73,102,127,24,44,0,5,54
95XX03S1,1246,110,60,50,1063,136,801,196,126,310,169,0,46,16,6,24,0,80,19,31,30,73,8,42,0,7,16
95XX03S2,1475,94,30,64,1279,124,961,206,152,379,224,0,87,24,21,39,3,107,48,19,40,102,44,15,0,5,38
95XX04S1,1687,143,53,90,1468,118,1141,254,200,422,265,0,75,28,34,4,9,134,37,64,33,76,25,21,0,0,30
95XX04S2,1934,163,61,102,1668,84,1156,220,218,486,232,0,142,48,40,44,10,286,93,127,66,103,37,28,0,0,38
95XX05W1,2591,436,218,218,1970,322,1135,278,211,354,292,0,166,86,38,21,21,347,117,104,126,185,39,47,0,5,94
95XX06S1,1724,241,113,128,1376,96,695,186,152,224,133,0,163,36,32,88,7,422,113,211,98,107,37,23,0,4,43
95XX06S2,2054,254,77,177,1660,74,1138,186,282,485,185,0,170,76,31,54,9,278,81,128,69,140,35,47,0,4,54
95XX07S1,1420,168,76,92,1197,182,789,240,128,218,203,0,84,22,30,28,4,142,39,42,61,55,20,5,0,2,28
95XX07S2,1425,251,192,59,1092,154,745,142,123,346,134,0,89,28,17,44,0,104,15,44,45,82,16,15,0,10,41
95XX08S1,1323,209,126,83,1040,140,747,162,105,305,175,0,71,22,28,18,3,82,34,12,36,74,12,11,0,6,45
95XX08S2,1267,186,140,46,1017,176,670,174,146,222,128,4,52,22,10,14,6,115,20,46,49,64,13,5,0,9,37
95XX09S1,1280,251,173,78,934,172,575,158,75,202,140,4,43,24,12,4,3,140,38,60,42,95,27,26,0,6,36
95XX09S2,1429,203,106,97,1129,128,730,152,125,288,165,2,135,44,47,44,0,134,28,54,52,97,23,8,0,7,59
95XX10S1,1777,166,37,129,1512,58,886,114,152,496,124,0,180,44,24,109,3,388,108,175,105,99,16,41,0,2,40
95XX10S2,1840,136,30,106,1564,68,1160,182,263,590,125,0,138,62,44,28,4,198,59,95,44,140,43,44,0,0,53
95XX10S3,1204,122,36,86,994,50,541,100,110,225,106,0,139,40,34,62,3,264,100,112,52,88,25,22,0,2,39
95XX11S1,2443,247,44,203,2048,102,1307,348,233,543,183,0,303,110,78,105,10,336,105,159,72,148,35,15,0,2,96
95XX11S2,2269,226,42,184,1885,55,1251,238,316,578,119,0,298,148,67,80,3,281,126,109,46,158,15,62,0,5,76
95XX11S3,1535,260,79,181,1163,42,506,130,92,190,94,0,203,72,61,53,17,412,162,169,81,112,30,33,0,2,47
95XX12W1,2430,238,124,114,2078,308,1491,344,243,570,334,6,136,62,29,41,4,137,40,58,39,114,31,16,2,13,52
95XX13W1,2735,297,179,118,2307,400,1666,416,272,675,303,0,88,58,9,21,0,153,24,50,79,131,40,9,0,18,64
95XX14W1,2403,222,127,95,2045,296,1527,298,259,634,336,0,101,54,6,36,5,121,26,38,57,136,31,40,0,9,56
95XX15W1,2433,481,145,336,1763,178,979,232,160,349,238,0,170,82,42,37,9,436,121,158,157,189,33,41,0,4,111
95XX16W1,2995,420,232,188,2418,460,1605,524,242,495,344,2,144,78,24,27,15,207,28,44,135,157,44,54,0,4,55
95XX17S1,1469,360,90,270,837,38,399,112,101,116,70,2,181,96,36,43,6,217,69,57,91,272,48,30,2,0,192
95XX17S2,1527,223,66,157,1144,98,755,150,147,330,128,2,123,74,21,21,7,166,44,55,67,160,36,46,0,0,78
95XX18W1,2847,553,254,299,2010,166,1273,274,211,563,225,4,215,132,44,32,7,352,122,93,137,284,61,55,0,6,162
95XX19W1,2633,340,144,196,2154,256,1588,310,246,709,323,2,113,52,24,37,0,195,48,64,83,139,44,33,0,10,52
95XX20S1,1945,356,131,225,1448,110,797,148,207,269,173,0,148,50,49,34,15,393,99,143,151,141,20,46,0,16,59
95XX20S2,1160,124,37,87,983,30,774,118,170,466,20,8,51,24,9,18,0,120,44,48,28,53,22,5,0,2,24
95XX21W1,2713,339,198,141,2225,426,1502,334,212,711,245,0,109,56,27,20,6,188,56,55,77,149,22,27,2,14,84
95XX22W1,2215,328,119,209,1745,216,1103,296,204,347,256,2,187,64,49,50,24,237,73,76,88,142,40,24,2,4,72
95XX23W1,3065,536,150,386,2280,156,1352,296,349,480,227,0,349,168,94,60,27,423,175,116,132,249,36,35,0,7,171
95XX24S1,1336,109,66,43,1153,114,837,210,151,256,220,0,60,26,21,13,0,142,23,57,62,74,35,17,0,0,22
95XX24S2,1369,220,128,92,1104,196,701,166,157,223,155,0,71,32,15,17,7,136,38,46,52,45,17,10,0,4,14
95XX25W1,2445,406,168,238,1849,126,940,184,171,364,221,2,284,64,79,126,15,497,122,194,181,190,39,44,0,15,92
95YY01W1,2503,195,98,97,2110,106,1614,196,165,899,354,0,136,28,24,75,9,254,71,90,93,198,31,102,0,13,52
95YY02W1,2151,275,102,173,1697,98,1141,186,244,484,227,0,72,32,12,20,8,386,113,115,158,179,21,70,0,5,83
95YY03W1,3115,187,83,104,2645,100,2229,202,315,1270,442,0,89,34,16,33,6,227,49,82,96,283,58,129,0,21,75
95YY04W1,3433,295,91,204,2813,142,1960,260,354,986,360,0,208,68,78,56,6,503,159,204,140,325,66,93,0,11,155
95YY05W1,1630,281,132,149,1207,126,781,136,96,323,226,0,109,66,12,24,7,191,55,48,88,142,18,19,0,17,88
95YY06W1,2389,234,89,145,1935,76,1452,152,250,707,343,0,89,20,36,30,3,318,103,90,125,220,36,85,0,10,89
95YY07W1,2916,169,77,92,2513,96,2105,146,321,1177,461,0,77,18,19,40,0,235,52,75,108,234,51,75,0,19,89
95YY08W1,2231,215,84,131,1826,66,1479,124,260,776,319,2,53,26,19,8,0,226,60,51,115,190,71,22,0,11,86
95YY09W1,2250,363,144,219,1683,174,1106,210,197,386,313,0,119,44,37,26,12,284,96,105,83,204,56,23,0,0,125
95YY10W1,2140,124,70,54,1854,152,1502,188,233,743,338,0,35,10,3,16,6,165,13,46,106,162,35,33,0,10,84
95YY11W1,2046,273,109,164,1632,84,1152,144,208,519,281,0,111,42,22,38,9,285,74,77,134,141,25,32,0,8,76
95YY12W1,2748,203,91,112,2257,88,1809,220,302,1008,279,0,128,50,32,43,3,232,61,98,73,288,69,112,0,9,98
95YY13S1,1488,118,20,98,1256,54,840,96,146,471,127,0,82,22,15,39,6,280,93,128,59,114,27,24,0,2,61
95YY13S2,1345,197,71,126,1018,68,610,96,79,238,197,0,86,30,29,27,0,254,77,80,97,130,12,32,0,9,77
95YY14S1,1530,148,36,112,1265,34,862,88,138,439,197,0,99,36,29,24,10,270,71,140,59,117,31,27,0,7,52
95YY14S2,1564,157,47,110,1315,30,895,112,147,453,183,0,93,34,9,40,10,297,92,119,86,92,11,40,0,4,37
95YY15S1,364,101,66,35,248,34,135,38,25,43,29,0,27,14,6,4,3,52,12,7,33,15,4,5,0,0,6
95YY15S2,1669,253,52,201,1246,34,629,48,113,356,112,2,135,32,30,61,12,446,152,207,87,170,36,69,0,2,63
95YY16W1,2390,164,82,82,2070,88,1720,164,286,879,391,0,56,18,3,31,4,206,55,50,101,156,13,49,0,19,75
95YY17W1,2350,143,60,83,1989,70,1551,116,240,826,369,0,72,18,15,39,0,296,54,91,151,218,45,80,0,2,91
95YY18W1,2374,168,69,99,2021,66,1651,110,222,976,343,0,85,22,21,35,7,219,38,86,95,185,32,69,0,19,65
95YY19W1,1479,300,134,166,1017,78,600,100,131,234,135,2,115,70,30,15,0,222,69,63,90,162,34,24,2,5,97
95YY20W1,2330,149,76,73,2019,80,1752,122,284,872,474,0,35,6,6,19,4,152,21,23,108,162,35,62,0,8,57
95YY21W1,2437,180,77,103,2078,90,1711,132,295,894,390,2,73,22,19,32,0,202,37,82,83,179,31,45,0,19,84
95ZZ01W1,2760,221,98,123,2260,126,1668,206,317,781,364,0,126,52,37,26,11,340,96,117,127,279,108,84,0,12,75
95ZZ02W1,1827,194,66,128,1443,100,662,106,155,183,218,0,83,24,34,19,6,598,166,268,164,190,37,65,0,8,80
95ZZ03W1,2073,332,141,191,1512,114,925,116,167,370,272,0,121,38,22,61,0,352,118,126,108,229,74,48,0,13,94
95ZZ04W1,2628,209,96,113,2144,98,1628,156,214,804,454,0,77,30,19,21,7,341,87,116,138,275,51,75,0,16,133
95ZZ05W1,2187,210,102,108,1750,70,1365,124,216,642,383,0,73,14,18,33,8,242,55,100,87,227,52,79,0,23,73
95ZZ06W1,1714,318,121,197,1128,62,475,74,71,170,160,0,60,6,15,36,3,531,165,201,165,268,69,70,0,10,119
95ZZ07W1,2807,247,89,158,2306,118,1591,150,269,774,398,0,151,44,39,59,9,446,148,170,128,254,34,94,2,9,115
95ZZ08W1,2587,270,110,160,1984,88,1466,162,242,711,351,0,74,14,28,23,9,356,109,143,104,333,54,107,0,25,147
95ZZ09W1,2243,252,110,142,1744,88,1164,158,162,546,298,0,90,18,18,38,16,402,118,147,137,247,34,89,0,15,109
95ZZ10W1,3169,398,126,272,2487,130,1637,190,337,789,321,0,172,42,36,82,12,548,189,225,134,284,47,89,3,21,124
95ZZ11W1,2223,183,92,91,1787,96,1423,116,238,760,309,0,57,26,6,25,0,211,34,49,128,253,69,100,0,23,61
95ZZ12W1,2190,242,80,162,1739,132,1119,150,168,507,294,0,146,48,43,43,12,342,111,116,115,209,42,77,0,11,79
95ZZ13W1,2533,182,75,107,2016,98,1526,210,242,699,375,2,121,36,21,64,0,269,91,81,97,335,115,101,0,13,106
95ZZ14S1,1779,114,27,87,1471,42,964,108,170,469,217,0,76,28,25,16,7,389,139,167,83,194,49,95,0,4,46
95ZZ14S2,1356,101,34,67,1154,66,832,138,144,320,230,0,39,12,10,17,0,217,58,96,63,101,32,39,0,7,23
95ZZ15W1,2288,165,70,95,1958,114,1469,188,216,682,383,0,100,32,15,44,9,275,62,113,100,165,40,37,0,9,79
95ZZ16S1,1908,132,29,103,1640,36,1048,94,199,602,153,0,108,30,36,35,7,448,96,244,108,136,43,40,0,0,53
95ZZ16S2,1323,211,89,122,939,84,605,80,126,215,184,0,55,26,9,17,3,195,31,90,74,173,59,50,0,11,53
