GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95GG20S2,2094,392,152,240,1360,72,562,128,102,212,120,4,155,42,52,58,3,567,194,270,103,342,77,124,0,19,122
95GG21S1,1482,235,92,143,1002,30,358,40,46,91,181,0,57,16,9,23,9,557,156,219,182,245,55,96,2,2,90
95GG21S2,1699,187,56,131,1133,18,308,52,55,79,122,0,89,22,9,42,16,718,219,318,181,379,92,136,20,5,126
95GG21S3,1898,432,120,312,1100,40,344,70,83,97,94,0,127,76,15,30,6,589,190,218,181,366,59,85,10,22,190
95GG22S1,1687,275,130,145,1190,88,677,88,118,281,190,0,81,20,31,30,0,344,127,94,123,222,46,60,2,22,92
95GG22S2,1894,317,179,138,1320,104,856,112,175,289,280,2,68,18,12,38,0,290,96,95,99,257,83,75,0,21,78
95GG22S3,1709,191,79,112,1262,74,720,84,146,256,234,0,73,24,6,34,9,395,98,167,130,256,52,90,6,23,85
95GG23S1,1418,115,55,60,1208,156,866,196,143,339,188,0,49,26,6,13,4,137,33,53,51,95,26,15,0,4,50
95GG23S2,1496,178,101,77,1262,104,951,104,164,398,285,0,84,16,25,29,14,123,40,57,26,56,16,14,2,6,18
95GG23S3,1585,197,87,110,1240,146,824,160,149,289,226,4,99,38,21,37,3,167,46,42,79,148,38,19,0,8,83
95GG24S1,1286,260,139,121,921,94,579,104,129,201,145,0,86,40,20,26,0,162,41,50,71,105,17,29,4,14,41
95GG24S2,1540,259,88,171,1144,128,609,136,124,176,173,0,154,64,28,46,16,253,104,91,58,137,43,28,6,14,46
95GG24S3,1538,195,79,116,1201,72,844,110,121,435,178,4,98,44,16,26,12,183,45,82,56,142,43,19,0,2,78
95GG25S1,2112,280,141,139,1550,96,844,96,173,333,242,0,83,40,15,22,6,527,143,214,170,282,65,70,0,20,127
95GG25S2,1839,224,91,133,1328,60,782,64,176,349,193,2,53,22,18,10,3,431,139,117,175,287,76,101,0,7,103
95GG25S3,1576,164,58,106,1168,47,534,54,139,214,127,0,74,16,20,35,3,513,127,213,173,244,56,92,0,15,81
95GG26S1,1948,273,83,190,1436,128,596,104,109,198,185,0,111,42,18,51,0,601,159,292,150,239,60,83,0,13,83
95GG26S2,1727,290,128,162,1294,121,550,122,106,143,179,2,115,36,28,37,14,506,152,210,144,143,44,47,0,6,46
95GG27S1,1500,85,20,65,1166,28,695,52,122,400,121,0,58,20,9,23,6,385,96,190,99,249,58,112,0,2,77
95GG27S2,1614,169,39,130,1167,36,522,54,131,231,106,0,83,16,22,42,3,526,131,276,119,278,41,139,0,11,87
95GG27S3,1705,241,47,194,1174,84,604,76,95,191,242,0,52,16,21,12,3,434,149,140,145,290,77,87,0,2,124
95GG27S4,1587,191,66,125,1148,68,464,70,98,146,150,2,81,24,17,33,7,533,143,223,167,248,58,121,6,11,52
95GG28S1,2149,203,69,134,1784,116,1197,184,301,502,210,4,129,54,36,33,6,338,99,162,77,162,46,44,4,10,58
95GG28S2,1717,195,105,90,1376,116,822,152,164,285,221,0,115,38,30,40,7,323,95,144,84,146,38,19,3,10,76
95GG28S3,1769,238,58,180,1319,76,469,108,83,129,149,0,157,40,39,63,15,617,187,287,143,212,44,90,11,15,52
95GG29S1,2257,438,137,301,1559,76,645,140,168,239,98,2,220,118,46,47,9,616,187,299,130,260,33,58,5,11,153
95GG29S2,2747,563,161,402,1802,94,871,210,249,302,110,5,300,186,66,33,15,532,173,247,112,382,73,65,0,4,240
95GG30S1,1604,291,126,165,1200,138,674,166,145,274,89,0,115,38,19,48,10,273,86,76,111,113,23,20,4,11,55
95GG30S2,1685,201,93,108,1368,174,989,172,177,498,142,0,91,46,9,29,7,114,36,44,34,116,29,31,2,6,48
95GG30S3,1538,140,75,65,1296,180,873,176,132,314,251,0,86,34,18,25,9,157,42,66,49,102,21,42,0,3,36
95GG31S1,2227,152,51,101,1824,140,1188,142,219,518,309,0,108,30,24,42,12,388,111,177,100,251,92,79,6,0,74
95GG31S2,2032,196,93,103,1638,172,852,118,133,323,278,0,140,38,41,53,8,474,170,158,146,198,60,66,0,7,65
95GG31S3,2260,219,60,159,1725,118,672,100,114,240,218,0,89,36,10,36,7,846,265,443,138,316,118,103,0,9,86
95GG32S1,3232,346,106,240,2428,92,1173,200,202,584,187,2,242,98,34,100,10,919,253,534,132,458,130,179,0,2,147
95GG32S2,1553,262,110,152,1173,102,641,90,156,214,181,3,144,44,48,43,9,283,91,119,73,118,24,19,3,14,58
95GG32S3,1606,230,117,113,1216,98,799,144,170,261,224,0,59,20,16,20,3,260,77,100,83,160,29,38,0,13,80
95GG33S1,1945,167,72,95,1637,156,1280,202,148,615,315,2,76,54,9,13,0,123,14,50,59,141,27,11,2,6,95
95GG33S2,1595,172,79,93,1313,100,1057,170,190,512,185,0,32,24,3,5,0,124,27,29,68,110,16,5,8,12,69
95GG33S3,1912,302,108,194,1362,96,971,162,135,529,145,0,148,100,7,34,7,147,44,57,46,248,6,24,11,6,201
95GG34S1,1441,252,125,127,1027,76,567,84,142,247,94,0,126,54,30,38,4,258,57,115,86,162,37,48,0,5,72
95GG34S2,1590,90,41,49,1383,112,1060,126,210,373,351,0,45,2,19,24,0,166,28,54,84,117,45,20,0,4,48
95GG34S3,1835,253,87,166,1392,82,967,192,198,378,199,4,142,70,44,25,3,197,61,72,64,190,19,22,0,11,138
95GG35S1,1889,331,113,218,1122,58,347,66,93,58,130,0,79,32,3,38,6,638,191,264,183,436,91,121,5,30,189
95GG35S2,1478,337,84,253,914,26,275,42,41,71,121,0,81,26,23,28,4,532,159,180,193,227,63,63,2,16,83
95GG35S3,1502,229,50,179,1026,38,328,42,81,117,88,2,71,24,25,19,3,587,170,269,148,247,81,75,0,10,81
95GG36S1,1794,307,124,183,1253,94,808,176,165,327,140,2,176,96,42,31,7,173,63,51,59,234,45,60,0,6,123
95GG36S2,1926,267,139,128,1542,132,1103,208,238,449,208,4,121,54,34,24,9,182,36,59,87,117,18,27,0,11,61
95GG36S3,1899,266,127,139,1510,134,1040,160,185,413,282,6,133,60,56,8,9,197,74,71,52,123,28,23,0,9,63
95GG37S1,1972,192,46,146,1553,108,1181,218,217,565,181,4,100,76,12,12,0,160,31,62,67,227,31,14,0,4,178
95GG37S2,1786,295,90,205,1219,72,754,164,172,241,177,2,203,102,42,59,0,188,66,68,54,272,43,10,3,0,216
95GG37S3,2133,444,111,333,1220,72,628,178,118,267,65,0,333,242,52,33,6,187,51,64,72,469,29,27,9,5,399
95GG38S1,3044,482,144,338,1891,136,1298,274,280,570,174,0,188,130,34,24,0,269,81,105,83,671,41,42,23,18,547
95GG38S2,1752,366,122,244,1100,76,660,102,132,279,147,0,155,114,24,14,3,209,79,56,74,286,40,22,2,19,203
95GG38S3,1583,251,115,136,1166,76,823,134,129,424,136,0,125,60,36,29,0,142,46,38,58,166,42,12,0,15,97
95GG39S1,2401,508,103,405,1276,22,565,134,179,142,110,2,197,134,37,26,0,490,142,227,121,617,87,94,16,25,395
95GG39S2,2709,663,195,468,1358,62,505,134,93,190,88,0,260,176,26,38,20,531,149,226,156,688,87,63,82,25,431
95GG39S3,2062,496,154,342,1017,54,384,76,75,134,99,0,137,82,6,40,9,442,135,183,124,549,56,69,150,26,248
95GG40S1,1697,317,125,192,1201,68,432,76,93,167,96,0,119,36,36,41,6,582,208,268,106,179,64,37,0,15,63
95GG40S2,2008,539,179,360,1215,76,402,110,66,112,114,2,150,44,33,50,23,585,191,271,123,254,50,84,0,21,99
95GG41S1,1891,193,119,74,1636,240,1237,270,224,491,252,2,66,32,16,12,6,91,21,32,38,62,0,12,0,8,42
95GG41S2,1524,155,105,50,1280,180,970,152,165,425,228,6,42,12,15,15,0,82,20,32,30,89,17,19,7,0,46
95GG41S3,1857,257,99,158,1459,126,1024,178,171,517,158,3,135,60,24,51,0,171,32,60,79,141,15,32,4,8,82
95GG42S1,1826,163,83,80,1472,166,1103,160,165,569,209,4,76,44,12,14,6,123,28,41,54,191,34,38,0,9,110
95GG42S2,516,72,37,35,321,40,243,44,36,116,47,2,26,4,9,13,0,10,2,0,8,123,16,11,55,0,41
95GG42S3,2003,197,41,156,755,62,522,100,106,260,56,0,104,68,6,30,0,67,16,16,35,1051,3,5,631,9,403
95GG42S4,2247,309,96,213,1479,134,983,184,179,484,136,0,195,132,30,30,3,167,27,88,52,459,35,35,32,16,341
95GG43S1,1424,312,107,205,973,82,475,158,89,139,89,2,146,58,37,35,16,268,89,96,83,139,33,22,4,4,76
95GG43S2,1635,224,72,152,1302,110,820,190,144,304,182,2,136,86,30,17,3,234,57,84,93,109,33,8,6,2,60
95GG43S3,1724,353,126,227,1217,76,616,148,131,216,121,2,194,132,36,12,14,329,126,108,95,154,37,29,0,2,86
95GG44S1,2864,584,118,466,1732,70,590,130,118,193,149,0,378,190,74,94,20,694,248,294,152,548,119,106,7,7,309
95GG44S2,2727,567,142,425,1730,104,595,164,131,231,69,6,360,128,82,138,12,665,216,276,173,430,56,80,30,18,246
95GG45S1,1646,176,93,83,1338,278,839,168,166,330,175,0,72,36,12,20,4,149,44,64,41,132,43,17,2,9,61
95GG45S2,1554,244,103,141,1101,50,493,108,97,141,147,0,116,24,39,42,11,442,110,227,105,209,40,63,11,7,88
95GG45S3,1617,292,110,182,1176,136,660,98,152,294,116,0,132,66,21,42,3,248,65,96,87,149,37,15,6,12,79
95GG46S1,1712,176,49,127,1212,54,497,44,105,167,181,0,93,14,16,54,9,568,142,243,183,324,82,123,0,4,115
95GG46S2,1828,127,45,82,1373,58,523,58,112,167,186,0,87,8,35,37,7,705,175,357,173,328,119,98,0,7,104
95GG46S3,1664,182,61,121,1118,54,427,44,94,144,145,0,75,8,6,53,8,562,114,225,223,364,89,140,7,6,122
95GG47S1,2270,466,86,380,1377,34,510,74,90,226,120,0,160,74,25,49,12,673,186,341,146,427,105,99,12,6,205
95GG47S2,1696,349,120,229,1048,52,417,76,62,167,112,0,78,18,37,23,0,501,170,211,120,299,67,97,0,12,123
95GG47S3,1798,344,110,234,1082,36,463,78,97,178,110,0,143,50,38,52,3,440,122,205,113,372,77,97,2,10,186
95GG48S1,1612,158,52,106,1142,32,435,46,80,182,127,0,94,24,24,40,6,581,160,248,173,312,69,106,0,6,131
95GG48S2,2321,187,36,151,1772,16,422,42,85,164,131,0,123,18,24,73,8,1211,273,725,213,362,94,146,0,2,120
95GG48S3,1668,133,26,107,1126,20,410,44,68,155,143,0,72,18,21,21,12,624,155,285,184,409,76,231,0,7,95
95GG49S1,1617,302,86,216,844,54,522,80,89,291,62,0,157,122,18,11,6,111,35,29,47,471,34,0,46,8,383
95GG49S2,2214,299,75,224,682,44,360,86,81,151,42,5,191,160,15,11,5,82,38,18,26,1233,14,19,549,8,643
95GG49S3,2139,259,51,208,571,12,255,54,69,123,9,0,177,120,33,21,3,127,43,38,46,1309,31,24,602,4,648
95GG49S4,2066,274,66,208,516,32,247,72,30,97,48,6,120,72,12,36,0,111,26,31,54,1276,29,44,635,8,560
95GG50S1,1499,325,71,254,889,30,415,122,95,109,89,2,159,92,37,27,3,283,94,94,95,285,39,34,0,8,204
95GG50S2,2061,384,122,262,1305,46,455,100,122,153,80,0,295,106,74,109,6,509,207,195,107,372,62,64,2,39,205
95GG50S3,1885,381,123,258,1202,70,493,90,75,195,133,4,225,124,48,43,10,410,157,163,90,302,25,44,6,4,223
95GG51S1,1353,291,98,193,948,96,366,112,64,91,99,0,107,42,21,44,0,379,137,174,68,114,31,33,0,6,44
95GG51S2,1399,324,128,196,902,91,374,76,80,127,91,2,107,30,39,35,3,328,120,120,88,173,50,47,0,11,65
95GG51S3,1321,328,117,211,852,69,307,78,83,81,65,2,133,40,45,36,12,341,144,138,59,141,20,26,0,15,80
95HH01W1,1981,292,129,163,1592,186,972,194,231,354,193,0,175,90,33,42,10,259,74,109,76,97,25,21,0,4,47
95HH02S1,1358,110,57,53,1165,118,836,144,189,324,179,0,80,28,26,18,8,131,58,51,22,83,8,29,0,5,41
95HH02S2,1604,62,14,48,1482,44,1238,174,277,597,190,0,62,28,9,22,3,138,44,64,30,60,27,9,0,0,24
95HH03W1,1663,207,123,84,1354,214,942,252,132,301,257,0,46,24,9,13,0,152,37,75,40,102,20,31,0,3,48
95HH04S1,1709,124,48,76,1490,104,1113,196,214,439,264,4,81,30,24,21,6,188,50,85,53,95,30,10,0,3,52
95HH04S2,1358,90,54,36,1207,106,920,194,249,253,224,0,66,10,15,31,10,115,40,45,30,61,14,11,0,2,34
95HH05W1,2171,254,88,166,1789,98,893,152,179,391,171,0,186,64,53,51,18,612,223,265,124,128,17,30,0,0,81
95HH06S1,2231,133,38,95,2002,56,1642,218,335,810,279,0,103,36,25,39,3,201,47,110,44,96,26,22,0,3,45
95HH06S2,2557,169,59,110,2210,132,1555,244,338,757,216,0,177,52,49,62,14,346,93,166,87,178,47,67,2,4,58
95HH07W1,1493,313,104,209,1061,84,535,110,104,169,152,0,107,48,15,38,6,335,113,119,103,119,31,28,0,6,54
95HH08W1,2553,310,103,207,2049,218,1389,256,288,543,302,4,186,90,42,38,16,252,90,85,77,194,37,32,18,15,92
95HH09W1,2543,731,292,439,1582,164,801,272,173,217,139,6,247,126,59,56,6,364,180,77,107,230,49,22,0,7,152
95HH10W1,2488,188,80,108,2180,202,1581,262,297,749,273,2,121,42,42,22,15,274,91,107,76,120,31,43,0,4,42
95HH11W1,1366,252,113,139,989,82,467,120,90,137,120,0,100,36,21,37,6,340,133,123,84,125,32,37,0,2,54
95HH12W1,1552,130,58,72,1285,126,806,216,121,245,224,2,68,26,24,12,6,283,91,121,71,137,27,52,0,2,56
95HH13W1,1407,188,48,140,1121,62,482,108,87,187,100,0,138,48,42,37,11,439,164,201,74,98,27,18,0,0,53
95HH14W1,1530,319,138,181,1086,134,487,120,80,128,159,0,121,52,24,36,9,344,121,119,104,125,27,44,0,4,50
95HH15W1,2585,334,180,154,2080,130,1346,254,277,508,307,2,187,62,56,52,17,415,135,141,139,171,30,63,0,7,71
95HH16W1,2159,286,146,140,1688,194,1129,214,239,448,228,4,113,56,30,27,0,248,74,99,75,185,52,67,0,4,62
95HH17W1,2477,182,78,104,2125,120,1604,300,361,668,275,0,123,56,35,25,7,278,107,114,57,170,54,48,0,6,62
95II01S1,1532,144,65,79,1297,136,912,182,218,357,155,0,90,56,10,12,12,159,50,38,71,91,28,16,0,4,43
95II01S2,1534,163,80,83,1261,182,960,216,148,348,248,0,24,20,0,4,0,95,22,22,51,110,37,21,0,5,47
95II02S1,1485,110,25,85,1313,48,1132,122,207,662,141,0,66,26,26,8,6,67,11,20,36,62,5,26,0,0,31
95II02S2,1700,191,63,128,1389,84,959,146,158,517,138,2,122,62,38,19,3,222,79,83,60,120,19,39,0,9,53
95II02S3,1415,340,138,202,994,86,615,134,103,266,112,0,116,54,30,20,12,177,56,28,93,81,10,8,0,9,54
95II03S1,1739,98,31,67,1547,32,1319,140,273,712,194,0,65,34,24,4,3,131,44,66,21,94,16,36,0,0,42
95II03S2,1784,187,50,137,1508,164,1063,186,224,412,241,2,136,56,42,32,6,143,42,51,50,89,10,21,0,5,53
95II04S1,2293,171,53,118,1985,100,1526,294,328,640,264,8,145,76,21,38,10,206,58,101,47,137,34,61,0,2,40
95II04S2,1952,230,67,163,1614,120,910,156,202,419,133,0,169,72,45,45,7,415,103,164,148,108,42,14,0,2,50
95II05S1,1586,90,45,45,1400,128,1086,100,248,500,238,2,53,20,9,21,3,131,42,22,67,96,20,46,0,8,22
95II05S2,1826,265,154,111,1444,92,1008,158,158,490,202,0,85,38,17,30,0,259,84,71,104,117,18,32,2,7,58
95II06S1,1519,107,45,62,1306,78,1061,146,198,531,186,0,73,24,24,14,11,94,22,35,37,106,44,41,0,2,19
95II06S2,1879,177,71,106,1589,110,1068,196,219,494,159,0,193,98,54,35,6,218,59,71,88,113,7,35,0,2,69
95II07W1,2077,436,202,234,1454,92,765,162,103,333,167,0,187,60,35,86,6,410,134,158,118,187,57,40,0,4,86
95II08W1,2417,393,179,214,1843,168,1212,194,227,527,264,0,177,86,38,41,12,286,74,84,128,181,32,28,10,13,98
95II09S1,1934,305,141,164,1509,130,1061,214,236,428,183,0,129,62,37,24,6,189,47,47,95,120,30,23,0,21,46
95II09S2,1413,130,68,62,1182,96,850,156,183,382,129,0,97,32,35,30,0,139,37,50,52,101,26,45,0,4,26
95II10W1,2592,395,169,226,1991,172,1104,182,258,386,278,3,186,56,53,55,22,526,166,184,176,206,46,57,5,20,78
